Move_ID,Miscrit_ID,Move_Name,Element,AP,Accuracy,Description,Enchant
1525,210,Zap,Lightning,7,100%,A simple Lightning attack,+1 Attack Power
1526,210,Fetal Position,Utility,0,100%,Lowers your foe's Attacks by 5,+1 to Debuff
1527,210,Bite,Physical,7,100%,A simple Physical attack,+1 Attack Power
1528,210,Power Up,Utility,0,100%,Raises your Attacks by 5,+1 to Buff
1529,210,Electric Shuffle,Lightning,10,100%,An average Lightning attack,+2 Attack Power
1530,210,Confuse,Utility,0,40%,Confuses your foe so that they may attack themselves for 2 turns,Replenishes 5 Health
1531,210,Toxic,Utility,0,90%,"Poisons your foe, causing 10 damage for 3 turns",+5% Accuracy
1532,210,Scorched Earth,Utility,0,100%,Removes your elemental weakness,Replenishes 5 Health
1533,210,Electrify,Lightning,15,95%,A powerful Lightning attack,+3 Attack Power
1534,210,Debilitate,Utility,0,100%,Lowers your foe's Defenses by 11,+3 to Debuff
1535,210,Thump,Physical,20,95%,A very powerful Physical attack,Replenishes 5 Health
1536,210,Centiprod,Lightning,6,100%,A simple Lightning attack that hits 5 times and steals 8 HP from foe,+1 Attack Power
1537,212,Cinders,Fire,7,100%,A simple Fire attack,+1 Attack Power
1538,212,Fetal Position,Utility,0,100%,Lowers your foe's Attacks by 5,+1 to Debuff
1539,212,Headbutt,Physical,7,100%,A simple Physical attack,+1 Attack Power
1540,212,Antiheal,Utility,0,90%,"Prevents your foe from healing, causing them to lose health instead of recovering for 4 turns",+10% Accuracy
1541,212,Ring of Fire,Fire,10,100%,An average Fire attack,+2 Attack Power
1542,212,Max Power,Utility,0,100%,Raises your Attacks by 9,+2 to Buff
1543,212,Strike,Physical,15,95%,A powerful Physical attack,+3 Attack Power
1544,212,Sprint,Physical,--,95%,Raises your Speed by 25 and heals yourself by 5 HP,+5% Accuracy
1545,212,Hard Jab,Physical,20,95%,A very powerful Physical attack,+4 Attack Power
1546,212,Brimstone,Fire,20,95%,A very powerful Fire attack,+2 Attack Power
1547,212,Deep Sleep,Utility,0,40%,"Puts your foe to Sleep for 3 turns, or until you attack them",+20% chance of Stats Chaos
1548,212,Facemelter,Physical,28,100%,A massively powerful Physical attack that grants 10 healing for 2 turns,+5 Attack Power
1549,214,Breeze,Wind,7,100%,A simple Wind attack,+1 Attack Power
1550,214,Burn,Fire,7,100%,A simple Fire attack,+1 Attack Power
1551,214,Poke,Physical,7,100%,A simple Physical attack,+1 Attack Power
1552,214,Shields Up,Utility,0,100%,Raises your Defenses by 5,+1 to Buff
1553,214,Ghostly Glow,Fire,11,100%,An average Fire attack,+2 Attack Power
1554,214,Toxic,Utility,0,90%,"Poisons your foe, causing 10 damage for 3 turns",+5% Accuracy
1555,214,Dive,Wind,15,95%,A powerful Wind attack,+3 Attack Power
1556,214,Feebler,Utility,0,100%,Lowers your foe's Defenses by 8,+2 to Debuff
1557,214,Hard Jab,Physical,20,95%,A very powerful Physical attack,+4 Attack Power
1558,214,Hyper Power,Utility,0,100%,Raises your Attacks by 12,+2 to Buff
1559,214,Balefire,Fire,25,90%,A massively powerful Fire attack,+10% Accuracy
1560,214,Chilling Winds,Wind,28,100%,A massively powerful Wind attack with a 40% chance to Confuse your foe for 1 turn,+5 Attack Power
1561,223,Spark,Lightning,7,100%,A simple Lightning attack,+1 Attack Power
1562,223,Fetal Position,Utility,0,100%,Lowers your foe's Attacks by 5,+1 to Debuff
1563,223,Bite,Physical,7,100%,A simple Physical attack,+1 Attack Power
1564,223,Shields Up,Utility,0,100%,Raises your Defenses by 5,+1 to Buff
1565,223,Spooky Strike,Lightning,12,100%,An average Lightning attack,Replenishes 5 Health
1566,223,Toxic,Utility,0,90%,"Poisons your foe, causing 10 damage for 3 turns",+5% Accuracy
1567,223,Cursed Claws,Utility,0,90%,Inflicts Bleed on your foe for 5 turns,+1 Turn
1568,223,Electrify,Lightning,15,95%,A powerful Lightning attack,+3 Attack Power
1569,223,Thump,Physical,20,95%,A very powerful Physical attack,Replenishes 5 Health
1570,223,Hyper Power,Utility,0,100%,Raises your Attacks by 12,+2 to Buff
1571,223,Monster Knuckle,Physical,30,90%,A more than massively powerful Physical attack that inflicts Stats Chaos. 2 turns cooldown,+10% Accuracy
1572,223,Brainy Bolts,Lightning,30,100%,A more than massively powerful Lightning attack that steals 8 HP from foe. 2 turns cooldown,+5 Attack Power
1573,226,Sprinkle,Water,7,100%,A simple Water attack,+1 Attack Power
1574,226,Power Up,Utility,0,100%,Raises your Attacks by 5,+1 to Buff
1575,226,Smack,Physical,7,100%,A simple Physical attack,+1 Attack Power
1576,226,Confuse,Utility,0,40%,Confuses your foe so that they may attack themselves for 2 turns,Replenishes 5 Health
1577,226,Foil Fin Slosh,Water,13,100%,An average Water attack,+3 Attack Power
1578,226,Whammy,Physical,10,100%,An average Physical attack,+2 Attack Power
1579,226,Tickle,Utility,0,100%,Lowers your foe's Attacks by 8,+2 to Debuff
1580,226,Spring Shower,Water,15,95%,A powerful Water attack,+3 Attack Power
1581,226,Sleep,Utility,0,40%,"Puts your foe to Sleep for 2 turns, or until you attack them",Replenishes 5 Health
1582,226,Overwhelm,Physical,20,90%,A very powerful Physical attack,+10% Accuracy
1583,226,Debilitate,Utility,0,100%,Lowers your foe's Defenses by 11,+3 to Debuff
1584,226,Foil Quack Attack,Water,28,95%,A massively powerful Water attack that inflicts 8 AP Water DoT for 2 turns and provides 10 Block,+5% Accuracy
1585,227,Crumble,Earth,7,100%,A simple Earth attack,+1 Attack Power
1586,227,Fetal Position,Utility,0,100%,Lowers your foe's Attacks by 5,+1 to Debuff
1587,227,Swipe,Physical,7,100%,A simple Physical attack,+1 Attack Power
1588,227,Poison,Utility,0,95%,"Poisons your foe, causing 5 damage for 3 turns",+1 Attack Power
1589,227,Foil Petrify,Earth,12,100%,An average Earth attack,+2 Attack Power
1590,227,Whammy,Physical,10,100%,An average Physical attack,+2 Attack Power
1591,227,Merciless,Utility,0,100%,Raises your Attacks by 9,+2 to Buff
1592,227,Strike,Physical,15,95%,A powerful Physical attack,+3 Attack Power
1593,227,Sandstorm,Utility,0,100%,Removes your elemental weakness,Replenishes 5 Health
1594,227,Landslide,Earth,20,95%,A very powerful Earth attack,+4 Attack Power
1595,227,Shield Mutation,Utility,0,--,Raises your Attacks and Defenses by 15. (1 Use),+5 to Buff
1596,227,Foil Tectonic Shift,Physical,28,100%,A massively powerful Physical attack that heals yourself by 10 HP and provides 10 Block,+3 Attack Power
1597,230,Power Up,Utility,0,100%,Raises your Attacks by 5,+1 to Buff
1598,230,Flash,Lightning,7,100%,A simple Lightning attack,+1 Attack Power
1599,230,Hit,Physical,7,100%,A simple Physical attack,+1 Attack Power
1600,230,Shy Smile,Utility,0,100%,Lowers your foe's Attacks by 5,+1 to Debuff
1601,230,Foil Razzle Dazzle,Lightning,12,100%,An average Lightning attack,+3 Attack Power
1602,230,Bright Lights,Utility,0,95%,Lowers your foe's Accuracy by 10%,+5% Accuracy
1603,230,Strike,Physical,15,95%,A powerful Physical attack,+3 Attack Power
1604,230,Electrify,Lightning,15,95%,A powerful Lightning attack,+3 Attack Power
1605,230,Sludge,Utility,0,100%,Lowers your foe's Defenses by 11,+3 to Debuff
1606,230,Hard Jab,Physical,20,95%,A very powerful Physical attack,+4 Attack Power
1607,230,Lightning Bolt,Lightning,25,95%,A massively powerful Lightning attack,+5 Attack Power
1608,230,Foil Mace Smash,Physical,20,--,"A very powerful Physical attack that Paralyzes foe for 4 turns and lowers your foe's Attacks, Defenses and Accuracy by 20. (1 Use)",+3 Attack Power
1609,242,Crumble,Earth,7,100%,A simple Earth attack,+1 Attack Power
1610,242,Shields Up,Utility,0,100%,Raises your Defenses by 5,+1 to Buff
1611,242,Hit,Physical,7,100%,A simple Physical attack,+1 Attack Power
1612,242,Poison,Utility,0,95%,"Poisons your foe, causing 5 damage for 3 turns",+1 Attack Power
1613,242,Gem Jive,Earth,10,100%,An average Earth attack,+2 Attack Power
1614,242,Feebler,Utility,0,100%,Lowers your foe's Defenses by 8,+2 to Debuff
1615,242,Bash,Physical,15,95%,A powerful Physical attack,+3 Attack Power
1616,242,Stalagmite,Earth,15,95%,A powerful Earth attack,+3 Attack Power
1617,242,Hyper Power,Utility,0,100%,Raises your Attacks by 12,+2 to Buff
1618,242,Sandstorm,Utility,0,100%,Removes your elemental weakness,Replenishes 5 Health
1619,242,Rings of Power,Earth,18,95%,Inflicts Earth damage over 2 turns,+5% Accuracy
1620,242,Sonic Boom,Physical,28,100%,A massively powerful Physical attack that Paralyzes foe for 3 turns,+4 Attack Power
1621,247,Zap,Lightning,7,100%,A simple Lightning attack,+1 Attack Power
1622,247,Shy Smile,Utility,0,100%,Lowers your foe's Attacks by 5,+1 to Debuff
1623,247,Slap,Physical,7,100%,A simple Physical attack,+1 Attack Power
1624,247,Confuse,Utility,0,40%,Confuses your foe so that they may attack themselves for 2 turns,Replenishes 5 Health
1625,247,Foil Stinging Shock,Lightning,12,100%,An average Lightning attack,+2 Attack Power
1626,247,Feebler,Utility,0,100%,Lowers your foe's Defenses by 8,+2 to Debuff
1627,247,Impact,Physical,10,100%,An average Physical attack,+2 Attack Power
1628,247,Scorched Earth,Utility,0,100%,Removes your elemental weakness,Replenishes 5 Health
1629,247,Voltage,Lightning,20,95%,A very powerful Lightning attack,+4 Attack Power
1630,247,Hyper Power,Utility,0,100%,Raises your Attacks by 12,+2 to Buff
1631,247,KiloBlitz,Physical,15,90%,A powerful Physical attack that hits 2 times,+10% Accuracy
1632,247,Foil Lightning Barb,Lightning,16,95%,A powerful Lightning attack that hits 2 times and grants 9 healing for 2 turns,+5% Accuracy
1633,248,Flash,Lightning,7,100%,A simple Lightning attack,+1 Attack Power
1634,248,Shy Smile,Utility,0,100%,Lowers your foe's Attacks by 5,+1 to Debuff
1635,248,Smack,Physical,7,100%,A simple Physical attack,+1 Attack Power
1636,248,Scorched Earth,Utility,0,100%,Removes your elemental weakness,Replenishes 5 Health
1637,248,Say Can You See,Lightning,10,100%,An average Lightning attack,+2 Attack Power
1638,248,Confuse,Utility,0,40%,Confuses your foe so that they may attack themselves for 2 turns,Replenishes 5 Health
1639,248,Get Pumped,Utility,0,100%,Raises your Attacks by 10,+2 to Buff
1640,248,Sleep,Utility,0,40%,"Puts your foe to Sleep for 2 turns, or until you attack them",Replenishes 5 Health
1641,248,Majestic,Physical,20,95%,A very powerful Physical attack,+5 Attack Power
1642,248,Zeroed In,Utility,0,100%,Raises your Physical Defense by 14,+3 to Buff
1643,248,Pow,Physical,12,100%,Inflicts Physical damage over 3 turns,+1 Attack Power
1644,248,Yankee Doodle,Lightning,30,100%,A more than massively powerful Lightning attack that increases your Defenses by 7 and heals yourself by 7 HP,+3 Attack Power
1645,312,Crumble,Earth,7,100%,A simple Earth attack,+1 Attack Power
1646,312,Fetal Position,Utility,0,100%,Lowers your foe's Attacks by 5,+1 to Debuff
1647,312,Headbutt,Physical,7,100%,A simple Physical attack,+1 Attack Power
1648,312,Power Up,Utility,0,100%,Raises your Attacks by 5,+1 to Buff
1649,312,Flow Down,Physical,10,100%,An average Physical attack,+2 Attack Power
1650,312,Slash,Physical,10,100%,An average Physical attack,+2 Attack Power
1651,312,Feebler,Utility,0,100%,Lowers your foe's Defenses by 8,+2 to Debuff
1652,312,Sandstorm,Utility,0,100%,Removes your elemental weakness,Replenishes 5 Health
1653,312,Overwhelm,Physical,20,90%,A very powerful Physical attack,+10% Accuracy
1654,312,Landslide,Earth,20,95%,A very powerful Earth attack,+4 Attack Power
1655,312,Unbreakable,Utility,0,100%,Raises your Defenses by 11,+3 to Buff
1656,312,Bushwhack,Physical,30,95%,A more than massively powerful Physical attack that applies Barbed,+2 Attack Power
1657,322,Cinders,Fire,7,100%,A simple Fire attack,+1 Attack Power
1658,322,Conjure,Utility,0,100%,Raises your Elemental Attack by 8,+1 to Buff
1659,322,Headbutt,Physical,7,100%,A simple Physical attack,+1 Attack Power
1660,322,Poison,Utility,0,95%,"Poisons your foe, causing 5 damage for 3 turns",+1 Attack Power
1661,322,Foil Hot Headed,Fire,12,100%,An average Fire attack,+2 Attack Power
1662,322,Whammy,Physical,10,100%,An average Physical attack,+2 Attack Power
1663,322,Feebler,Utility,0,100%,Lowers your foe's Defenses by 8,+2 to Debuff
1664,322,Firewater,Utility,0,100%,Removes your elemental weakness,Replenishes 5 Health
1665,322,Hard Jab,Physical,20,95%,A very powerful Physical attack,+4 Attack Power
1666,322,Passion,Fire,20,95%,A very powerful Fire attack,+5 Attack Power
1667,322,Unbreakable,Utility,0,100%,Raises your Defenses by 11,+3 to Buff
1668,322,Foil Fire Barrage,Fire,18,100%,A powerful Fire attack that hits 2 times,+1 Attack Power
1669,326,Fetal Position,Utility,0,100%,Lowers your foe's Attacks by 5,+1 to Debuff
1670,326,Rubble,Earth,7,100%,A simple Earth attack,+1 Attack Power
1671,326,Smack,Physical,7,100%,A simple Physical attack,+1 Attack Power
1672,326,Anger,Utility,0,100%,Raises your Physical Attack by 7,+2 to Buff
1673,326,Light Magma Mash,Earth,12,100%,An average Earth attack,+2 Attack Power
1674,326,Feebler,Utility,0,100%,Lowers your foe's Defenses by 8,+2 to Debuff
1675,326,Complete Confusion,Utility,0,40%,Confuses your foe so that they may attack themselves for 3 turns,+20% chance of Stats Chaos
1676,326,Summons,Utility,0,100%,Raises your Elemental Attack by 10,+2 to Buff
1677,326,Rock Throw,Earth,20,90%,A very powerful Earth attack,+10% Accuracy
1678,326,Wallop,Physical,20,95%,A very powerful Physical attack,+4 Attack Power
1679,326,Unbreakable,Utility,0,100%,Raises your Defenses by 11,+3 to Buff
1680,326,Light Brutality,Physical,26,100%,A massively powerful Physical attack that provides 15 Block,+5 Attack Power
1681,338,Burn,Fire,7,100%,A simple Fire attack,+1 Attack Power
1682,338,Fetal Position,Utility,0,100%,Lowers your foe's Attacks by 5,+1 to Debuff
1683,338,Headbutt,Physical,7,100%,A simple Physical attack,+1 Attack Power
1684,338,Shields Up,Utility,0,100%,Raises your Defenses by 5,+1 to Buff
1685,338,Hotpads,Fire,10,100%,An average Fire attack,+2 Attack Power
1686,338,Feebler,Utility,0,100%,Lowers your foe's Defenses by 8,+2 to Debuff
1687,338,Claw,Physical,15,95%,A powerful Physical attack,+3 Attack Power
1688,338,Hoops,Utility,0,100%,Makes the user immune to Confuse for 5 turns and heals yourself by 15 HP,+1 Turn
1689,338,Passion,Fire,20,95%,A very powerful Fire attack,+5 Attack Power
1690,338,Firewater,Utility,0,100%,Removes your elemental weakness,Replenishes 5 Health
1691,338,Hyper Power,Utility,0,100%,Raises your Attacks by 12,+2 to Buff
1692,338,Beating Flames,Fire,27,100%,A massively powerful Fire attack that Paralyzes foe for 1 turn,+4 Attack Power
1693,341,Rubble,Earth,7,100%,A simple Earth attack,+1 Attack Power
1694,341,Spray,Water,7,100%,A simple Water attack,+1 Attack Power
1695,341,Smack,Physical,7,100%,A simple Physical attack,+1 Attack Power
1696,341,Shields Up,Utility,0,100%,Raises your Defenses by 5,+1 to Buff
1697,341,Gooey Center,Water,11,100%,An average Water attack,+2 Attack Power
1698,341,Bright Lights,Utility,0,95%,Lowers your foe's Accuracy by 10%,+5% Accuracy
1699,341,Sugar High,Utility,0,100%,Makes the user immune to Sleep for 5 turns,Replenishes 10 Health
1700,341,Mush,Physical,15,95%,A powerful Physical attack,+3 Attack Power
1701,341,Hyper Power,Utility,0,100%,Raises your Attacks by 12,+2 to Buff
1702,341,Caramel Cushion,Utility,0,100%,Recovers a fair amount of health for 3 turns,+1 Round
1703,341,Chocoquake,Earth,27,100%,A massively powerful Earth attack with a 40% chance to put foe to Sleep for 1 turn,+5 Attack Power
1704,341,Sugar Rush,Water,8,100%,A simple Water attack that hits 4 times,+1 Attack Power
1705,352,Breeze,Wind,7,100%,A simple Wind attack,+1 Attack Power
1706,352,Fetal Position,Utility,0,100%,Lowers your foe's Attacks by 5,+1 to Debuff
1707,352,Headbutt,Physical,7,100%,A simple Physical attack,+1 Attack Power
1708,352,Debaser,Utility,0,100%,Lowers your foe's Defenses by 5,+1 to Debuff
1709,352,Wing Beats,Wind,13,100%,An average Wind attack,+2 Attack Power
1710,352,Sleep,Utility,0,40%,"Puts your foe to Sleep for 2 turns, or until you attack them",Replenishes 5 Health
1711,352,Bash,Physical,15,95%,A powerful Physical attack,+3 Attack Power
1712,352,Twister Toxin,Wind,10,90%,Inflicts Wind damage over 3 turns,+2 Attack Power
1713,352,Hyper Power,Utility,0,100%,Raises your Attacks by 12,+2 to Buff
1714,352,Wallop,Physical,20,95%,A very powerful Physical attack,+4 Attack Power
1715,352,Complete Confusion,Utility,0,40%,Confuses your foe so that they may attack themselves for 3 turns,+20% chance of Stats Chaos
1716,352,Eerie Breeze,Wind,28,90%,A massively powerful Wind attack that inflicts Switch Curse,+10% Accuracy
1717,356,Burn,Fire,7,100%,A simple Fire attack,+1 Attack Power
1718,356,Shields Up,Utility,0,100%,Raises your Defenses by 5,+1 to Buff
1719,356,Poke,Physical,7,100%,A simple Physical attack,+1 Attack Power
1720,356,Debaser,Utility,0,100%,Lowers your foe's Defenses by 5,+1 to Debuff
1721,356,Flash Blast,Fire,10,100%,An average Fire attack,+2 Attack Power
1722,356,Confuse,Utility,0,40%,Confuses your foe so that they may attack themselves for 2 turns,Replenishes 5 Health
1723,356,Tickle,Utility,0,100%,Lowers your foe's Attacks by 8,+2 to Debuff
1724,356,Bash,Physical,15,95%,A powerful Physical attack,+3 Attack Power
1725,356,Hyper Power,Utility,0,100%,Raises your Attacks by 12,+2 to Buff
1726,356,Unroll,Physical,9,95%,Inflicts Physical damage over 5 turns,+1 Attack Power
1727,356,Deep Sleep,Utility,0,40%,"Puts your foe to Sleep for 3 turns, or until you attack them",+20% chance of Stats Chaos
1728,356,Bugferno,Fire,30,100%,A more than massively powerful Fire attack that heals yourself by 11 HP,+2 Attack Power
1729,367,Shields Up,Utility,0,100%,Raises your Defenses by 5,+1 to Buff
1730,367,Zap,Lightning,7,100%,A simple Lightning attack,+1 Attack Power
1731,367,Slap,Physical,7,100%,A simple Physical attack,+1 Attack Power
1732,367,Swell,Utility,0,100%,Raises your Elemental Attack by 8,+1 to Buff
1733,367,Blub Blub,Lightning,10,100%,An average Lightning attack,+2 Attack Power
1734,367,Confuse,Utility,0,40%,Confuses your foe so that they may attack themselves for 2 turns,Replenishes 5 Health
1735,367,Safeguard,Utility,0,100%,Raises your Defenses by 8,+2 to Buff
1736,367,Electrify,Lightning,15,95%,A powerful Lightning attack,+3 Attack Power
1737,367,Sleep,Utility,0,40%,"Puts your foe to Sleep for 2 turns, or until you attack them",Replenishes 5 Health
1738,367,Wallop,Physical,20,95%,A very powerful Physical attack,+4 Attack Power
1739,367,Fury,Utility,0,100%,Raises your Physical Attack by 14,+3 to Buff
1740,367,Thumper,Physical,14,95%,An average Physical attack that hits 2 times and inflicts 6 AP Lightning DoT for 3 turns,+5% Accuracy
1741,376,Crumble,Earth,7,100%,A simple Earth attack,+1 Attack Power
1742,376,Shy Smile,Utility,0,100%,Lowers your foe's Attacks by 5,+1 to Debuff
1743,376,Bite,Physical,7,100%,A simple Physical attack,+1 Attack Power
1744,376,Confuse,Utility,0,40%,Confuses your foe so that they may attack themselves for 2 turns,Replenishes 5 Health
1745,376,Muddy Paws,Earth,10,100%,An average Earth attack,+2 Attack Power
1746,376,Toxic,Utility,0,90%,"Poisons your foe, causing 10 damage for 3 turns",+5% Accuracy
1747,376,Sandstorm,Utility,0,100%,Removes your elemental weakness,Replenishes 5 Health
1748,376,Safeguard,Utility,0,100%,Raises your Defenses by 8,+2 to Buff
1749,376,Overwhelm,Physical,20,90%,A very powerful Physical attack,+10% Accuracy
1750,376,Hyper Power,Utility,0,100%,Raises your Attacks by 12,+2 to Buff
1751,376,Mudslide,Earth,25,90%,A massively powerful Earth attack,+10% Accuracy
1752,376,Fierce Bite,Physical,35,100%,An extremely powerful Physical attack that inflicts Stats Chaos. 2 turns cooldown,+5 Attack Power
1753,378,Power Up,Utility,0,100%,Raises your Attacks by 5,+1 to Buff
1754,378,Rubble,Earth,7,100%,A simple Earth attack,+1 Attack Power
1755,378,Poke,Physical,7,100%,A simple Physical attack,+1 Attack Power
1756,378,Fetal Position,Utility,0,100%,Lowers your foe's Attacks by 5,+1 to Debuff
1757,378,Borer,Earth,10,100%,An average Earth attack,+2 Attack Power
1758,378,Toxic,Utility,0,90%,"Poisons your foe, causing 10 damage for 3 turns",+5% Accuracy
1759,378,Stalagmite,Earth,15,95%,A powerful Earth attack,+3 Attack Power
1760,378,Sprint,Physical,--,95%,Raises your Speed by 25 and heals yourself by 5 HP,+5% Accuracy
1761,378,Thump,Physical,20,95%,A very powerful Physical attack,Replenishes 5 Health
1762,378,Landslide,Earth,20,95%,A very powerful Earth attack,+4 Attack Power
1763,378,Unbreakable,Utility,0,100%,Raises your Defenses by 11,+3 to Buff
1764,378,Jackhammer,Physical,28,90%,A massively powerful Physical attack that inflicts Bleed for 4 turns,+10% Accuracy
1765,380,Pollen,Utility,0,90%,Lowers your foe's Accuracy by 10%,+10% Accuracy
1766,380,Wisp,Nature,7,100%,A simple Nature attack,+1 Attack Power
1767,380,Headbutt,Physical,7,100%,A simple Physical attack,+1 Attack Power
1768,380,Shy Smile,Utility,0,100%,Lowers your foe's Attacks by 5,+1 to Debuff
1769,380,Mossy Mauler,Nature,10,100%,An average Nature attack,+2 Attack Power
1770,380,Whammy,Physical,10,100%,An average Physical attack,+2 Attack Power
1771,380,Photosynth,Utility,0,100%,Removes your elemental weakness,Replenishes 5 Health
1772,380,Safeguard,Utility,0,100%,Raises your Defenses by 8,+2 to Buff
1773,380,Overwhelm,Physical,20,90%,A very powerful Physical attack,+10% Accuracy
1774,380,Mother Nature,Nature,20,95%,A very powerful Nature attack,+4 Attack Power
1775,380,Sacred Stones,Utility,0,100%,Raises your Elemental Defense by 13,+3 to Buff
1776,380,Roughage Roll,Nature,30,90%,A more than massively powerful Nature attack that heals yourself by 8 HP,+5 Attack Power
1777,382,Sprinkle,Water,7,100%,A simple Water attack,+1 Attack Power
1778,382,Power Up,Utility,0,100%,Raises your Attacks by 5,+1 to Buff
1779,382,Slap,Physical,7,100%,A simple Physical attack,+1 Attack Power
1780,382,Poison,Utility,0,95%,"Poisons your foe, causing 5 damage for 3 turns",+1 Attack Power
1781,382,Whack,Water,10,100%,An average Water attack,+2 Attack Power
1782,382,Feebler,Utility,0,100%,Lowers your foe's Defenses by 8,+2 to Debuff
1783,382,H2O,Water,15,90%,A powerful Water attack,+10% Accuracy
1784,382,Tickle,Utility,0,100%,Lowers your foe's Attacks by 8,+2 to Debuff
1785,382,Wallop,Physical,20,95%,A very powerful Physical attack,+4 Attack Power
1786,382,Sprint,Physical,--,95%,Raises your Speed by 25 and heals yourself by 5 HP,+5% Accuracy
1787,382,Sacred Stones,Utility,0,100%,Raises your Elemental Defense by 13,+3 to Buff
1788,382,Wishy Washy,Water,25,95%,A massively powerful Water attack that steals 8 Elemental Attack from foe,+4 Attack Power
1789,388,Power Up,Utility,0,100%,Raises your Attacks by 5,+1 to Buff
1790,388,Spray,Water,7,100%,A simple Water attack,+1 Attack Power
1791,388,Smack,Physical,7,100%,A simple Physical attack,+1 Attack Power
1792,388,Fetal Position,Utility,0,100%,Lowers your foe's Attacks by 5,+1 to Debuff
1793,388,Bubble Blast,Water,10,100%,An average Water attack,+2 Attack Power
1794,388,Feebler,Utility,0,100%,Lowers your foe's Defenses by 8,+2 to Debuff
1795,388,Strike,Physical,15,95%,A powerful Physical attack,+3 Attack Power
1796,388,Body Shield,Utility,0,100%,Raises your Physical Defense by 10,+2 to Buff
1797,388,Sticky Splash,Water,11,100%,Inflicts Water damage over 3 turns,+1 Attack Power
1798,388,Recovery Mode,Utility,0,100%,Regains a significant amount of your health,+5 Heal
1799,388,Hyper Power,Utility,0,100%,Raises your Attacks by 12,+2 to Buff
1800,388,Aquaranha,Water,15,100%,A powerful Water attack that hits 2 times and heals yourself by 12 HP,+1 Attack Power
1801,390,Blow,Wind,7,100%,A simple Wind attack,+1 Attack Power
1802,390,Power Up,Utility,0,100%,Raises your Attacks by 5,+1 to Buff
1803,390,Headbutt,Physical,7,100%,A simple Physical attack,+1 Attack Power
1804,390,Weaken,Utility,0,100%,Lowers your foe's Defenses by 5,+1 to Debuff
1805,390,Conjured Wind,Wind,10,100%,An average Wind attack,+2 Attack Power
1806,390,Tickle,Utility,0,100%,Lowers your foe's Attacks by 8,+2 to Debuff
1807,390,Confuse,Utility,0,40%,Confuses your foe so that they may attack themselves for 2 turns,Replenishes 5 Health
1808,390,Strike,Physical,15,95%,A powerful Physical attack,+3 Attack Power
1809,390,Lightning Rod,Utility,0,100%,Removes your elemental weakness,Replenishes 5 Health
1810,390,Cyclone,Wind,20,95%,A very powerful Wind attack,+4 Attack Power
1811,390,Debilitate,Utility,0,100%,Lowers your foe's Defenses by 11,+3 to Debuff
1812,390,Womp,Physical,25,95%,A massively powerful Physical attack that heals yourself by 12 HP,+4 Attack Power
1813,404,Crumble,Earth,7,100%,A simple Earth attack,+1 Attack Power
1814,404,Shields Up,Utility,0,100%,Raises your Defenses by 5,+1 to Buff
1815,404,Bite,Physical,7,100%,A simple Physical attack,+1 Attack Power
1816,404,Swipe,Physical,7,100%,A simple Physical attack,+1 Attack Power
1817,404,Leafy Chop,Nature,10,100%,An average Nature attack,+2 Attack Power
1818,404,Sandstorm,Utility,0,100%,Removes your elemental weakness,Replenishes 5 Health
1819,404,Max Power,Utility,0,100%,Raises your Attacks by 9,+2 to Buff
1820,404,Overwhelm,Physical,20,90%,A very powerful Physical attack,+10% Accuracy
1821,404,Thorns,Utility,0,90%,"Poisons your foe, causing 14 damage for 3 turns",+1 Attack Power
1822,404,Mother Nature,Nature,20,95%,A very powerful Nature attack,+4 Attack Power
1823,404,Earthquake,Earth,30,95%,A more than massively powerful Earth attack,+5% Accuracy
1824,404,Splender's Strike,Nature,30,95%,A more than massively powerful Nature attack that Paralyzes foe for 2 turns,+5% Accuracy
1825,405,Burn,Fire,7,100%,A simple Fire attack,+1 Attack Power
1826,405,Zap,Lightning,7,100%,A simple Lightning attack,+1 Attack Power
1827,405,Swipe,Physical,7,100%,A simple Physical attack,+1 Attack Power
1828,405,Fetal Position,Utility,0,100%,Lowers your foe's Attacks by 5,+1 to Debuff
1829,405,Candle Shock,Lightning,11,100%,An average Lightning attack,+2 Attack Power
1830,405,Sleep,Utility,0,40%,"Puts your foe to Sleep for 2 turns, or until you attack them",Replenishes 5 Health
1831,405,Campfire,Fire,15,95%,A powerful Fire attack,+3 Attack Power
1832,405,Negate,Utility,0,100%,Removes your elemental weakness,Replenishes 5 Health
1833,405,Hard Jab,Physical,20,95%,A very powerful Physical attack,+4 Attack Power
1834,405,Unbreakable,Utility,0,100%,Raises your Defenses by 11,+3 to Buff
1835,405,Thunderlabra,Lightning,9,100%,An average Lightning attack that hits 3 times with a 50% chance to grant Stats Surge,+1 Attack Power
1836,405,Waxify,Fire,27,95%,A massively powerful Fire attack that inflicts Stats Chaos,+3 Attack Power
1837,417,Debaser,Utility,0,100%,Lowers your foe's Defenses by 5,+1 to Debuff
1838,417,Rubble,Earth,7,100%,A simple Earth attack,+1 Attack Power
1839,417,Smack,Physical,7,100%,A simple Physical attack,+1 Attack Power
1840,417,Power Up,Utility,0,100%,Raises your Attacks by 5,+1 to Buff
1841,417,Rocky Fists,Earth,10,100%,An average Earth attack,+2 Attack Power
1842,417,Impact,Physical,10,100%,An average Physical attack,+2 Attack Power
1843,417,Feebler,Utility,0,100%,Lowers your foe's Defenses by 8,+2 to Debuff
1844,417,Landslide,Earth,20,95%,A very powerful Earth attack,+4 Attack Power
1845,417,Blitz,Physical,10,90%,An average Physical attack that hits 2 times,+10% Accuracy
